,Surname,EstimatedSalary,Exited
4736,Pisano,160129.99,0
4737,Corson,189969.91,0
4738,Hooper,9712.52,1
4739,He,196062.01,0
4740,Chidubem,125710.53,0
4741,Schofield,23054.51,1
4742,Liang,170679.74,0
4743,Somadina,181258.76,0
4744,McIntosh,22835.13,1
4745,Hinton,102397.22,1
4746,Sal,115950.96,0
4747,De Luca,15876.52,0
4748,Bromby,117690.58,1
4749,Chang,173792.77,0
4750,Hunter,80992.8,0
4751,Sheppard,189398.18,1
4752,Fan,56787.8,0
4753,Muir,148309.98,0
4754,Lai,179673.11,1
4755,Padovesi,138470.21,0
4756,Kemp,163798.41,1
4757,Greece,33693.78,0
4758,Young,48545.1,0
4759,Chukwueloka,123427.98,0
4760,Woods,174183.44,0
4761,Forbes,17938.0,0
4762,Kang,90059.04,0
4763,Nweke,137694.23,0
4764,Ts'ui,65039.9,0
4765,Milano,162858.29,0
4766,Chao,35701.06,0
4767,Wan,18826.06,0
4768,Napolitani,130086.47,1
4769,Kovaleva,143360.56,0
4770,Russell,159920.92,0
4771,Chiebuka,12099.67,0
4772,Ellis,53087.98,0
4773,Gordon,142839.82,0
4774,Conway,178.19,0
4775,Buccho,105618.14,0
4776,Aksyonova,24734.25,0
4777,Batty,82245.67,0
4778,Rowe,177695.67,0
4779,Pisani,107961.11,1
4780,Onochie,55207.41,0
4781,Farmer,182633.63,1
4782,Cameron,51587.04,0
4783,Jennings,115403.31,0
4784,Eluemuno,186392.99,1
4785,Swift,44374.44,0
4786,Pisani,84033.35,0
4787,Nnonso,82276.62,0
4788,Cameron,177528.92,0
4789,Stevens,56850.92,1
4790,Zito,47972.65,0
4791,Taylor,104982.39,0
4792,Ferrari,133535.29,0
4793,Yeh,25571.37,0
4794,Gould,96075.55,0
4795,Agafonova,81634.45,0
4796,Fowler,165008.97,0
4797,Chidumaga,138191.81,0
4798,Sabbatini,99136.49,0
4799,Johnson,63584.55,1
4800,Chapman,160532.88,0
4801,Birk,162683.06,0
4802,Capon,134878.19,0
4803,Chidubem,134626.3,0
4804,Childs,175480.93,0
4805,Sun,174337.68,0
4806,Lung,172524.51,0
4807,Tao,25395.83,0
4808,Napolitano,184856.89,0
4809,Davis,182624.93,0
4810,Sagese,192505.62,0
4811,Hutchinson,112507.63,0
4812,Nelson,177295.92,0
4813,Schiavone,12465.51,0
4814,Chienezie,36122.96,0
4815,Obioma,37836.64,0
4816,Butusov,34747.43,0
4817,Pisano,131097.9,0
4818,Stetson,105280.55,0
4819,Waring,149653.81,0
4820,Fanucci,139390.99,0
4821,Thao,132436.71,0
4822,Murphy,179705.13,1
4823,McConnell,15796.66,0
4824,Armfield,142754.71,0
4825,Fanucci,2578.43,0
4826,Panina,88992.05,0
4827,Nixon,32936.44,1
4828,Walker,39122.58,0
4829,Chiemela,191092.62,0
4830,Martel,129149.06,0
4831,Briggs,13218.6,0
4832,Iheatu,160589.18,0
4833,Jennings,179657.83,0
4834,Ch'en,44335.54,1
4835,Kovalyov,29217.37,0
4836,Yeh,43651.49,0
4837,Chien,159654.0,0
4838,Brown,17992.94,0
4839,Buddicom,141501.45,1
4840,McGregor,93825.78,0
4841,Thompson,41852.24,1
4842,Ross,97629.31,1
4843,Ch'ang,37065.66,0
4844,Warren,38614.69,0
4845,Uspenskaya,87816.86,0
4846,King,184866.86,0
4847,Trentini,160176.47,0
4848,Konovalova,164357.1,0
4849,Dellucci,17818.33,0
4850,Goddard,142680.64,1
4851,Neumann,85081.09,0
4852,Ch'in,176450.19,0
4853,Walters,121967.88,0
4854,Muravyova,127187.04,0
4855,Barry,108313.34,0
4856,Woolnough,57205.55,0
4857,Keen,157891.86,0
4858,Liebe,86927.53,0
4859,White,107753.07,0
4860,Hunter,82158.14,0
4861,Myers,29135.89,1
4862,Rogova,17095.49,0
4863,Raff,100447.53,0
4864,Cocci,83470.4,1
4865,Kanayochukwu,121846.81,0
4866,Obialo,129107.59,0
4867,Liu,54726.43,0
4868,Gilbert,116141.72,0
4869,Coles,124872.42,1
4870,Ponomaryov,186438.86,1
4871,Bergamaschi,134281.11,0
4872,Guerin,91044.47,0
4873,Sinclair,74320.75,0
4874,Dominguez,9704.66,0
4875,Costa,128600.49,0
4876,Wei,6468.24,0
4877,Mills,57898.58,0
4878,Pugh,192120.66,0
4879,Price,164213.53,1
4880,Wood,117547.76,0
4881,Robertson,26149.25,0
4882,Sawtell,9181.66,0
4883,Yuryeva,166588.76,0
4884,Pisano,195053.58,1
4885,Kharitonova,85787.31,0
4886,Simmons,102428.51,0
4887,Muramats,71175.94,0
4888,Tang,166440.32,0
4889,Peng,148848.76,1
4890,Bevan,140286.69,0
4891,Zito,104220.5,0
4892,Sokolov,70778.63,1
4893,Teng,65868.28,0
4894,Amadi,171482.56,0
4895,Davide,143204.41,0
4896,Parkes,28427.84,0
4897,Mazzanti,78387.32,0
4898,Findlay,161076.92,0
4899,Hsu,54277.45,1
4900,Chukwukadibia,137180.95,0
4901,Baxter,21063.71,1
4902,Kung,152210.81,0
4903,Booth,88890.75,0
4904,Evans,190534.76,0
4905,Kung,83090.35,0
4906,Tung,141426.78,0
4907,Yuan,51358.66,0
4908,Jackson,88703.04,1
4909,Ross,116696.77,0
4910,Yang,7156.09,0
4911,Yu,49161.12,1
4912,Onwumelu,126743.33,1
4913,Gay,65390.46,1
4914,Morrison,138835.91,0
4915,Belov,36154.66,0
4916,Mao,59755.14,0
4917,Walsh,125302.64,0
4918,Bruno,94274.72,1
4919,Gray,102260.16,0
4920,Maurer,136028.97,0
4921,Chiang,110114.38,1
4922,Cattaneo,100442.22,1
4923,Grieve,193597.94,0
4924,Lowell,1871.25,0
4925,Trentino,42831.11,0
4926,Sung,182156.86,0
4927,Yen,151648.66,1
4928,Philipp,146738.83,0
4929,Dynon,12148.2,0
4930,Alexeyeva,118029.09,0
4931,Hs?eh,50783.88,0
4932,Ferri,129891.66,0
4933,Hsu,9904.63,0
4934,Bishop,63213.31,0
4935,Toscani,137565.87,0
4936,T'ao,17185.95,1
4937,Philip,143783.46,0
4938,Li Fonti,36823.28,0
4939,Rene,154957.66,1
4940,Daigle,31892.82,0
4941,Joshua,191084.4,1
4942,Simmons,179718.17,0
4943,Jamieson,159823.16,0
4944,Hou,114110.97,0
4945,Cochran,60993.23,0
4946,Bibb,66408.01,1
4947,Jen,136398.9,0
4948,Corran,140709.25,0
4949,He,8555.73,0
4950,Loggia,115022.94,0
4951,Lovely,187638.34,0
4952,Becker,3829.13,0
4953,Plascencia,119357.93,0
4954,Somadina,192175.52,0
4955,Walker,128841.31,0
4956,Alekseeva,150422.35,0
4957,Watson,188187.05,0
4958,Zotov,1775.52,0
4959,Williamson,85086.78,0
4960,Carpenter,3797.79,0
4961,Cattaneo,150856.38,0
4962,Gordon,90537.47,0
4963,Boni,166370.81,0
4964,Lynch,178994.13,1
4965,McCarthy,195681.43,0
4966,Davies,53277.15,0
4967,Hargreaves,172490.78,1
4968,Blackburn,11819.84,0
4969,K?,82900.25,0
4970,Meng,82709.8,0
4971,Cattaneo,180593.45,0
4972,Hunt,172363.41,0
4973,Owens,91195.12,0
4974,Steele,108987.25,1
4975,Kennedy,44265.28,0
4976,Pan,116613.26,0
4977,Alexander,148527.56,0
4978,Bray,84239.46,0
4979,Nnabuife,62002.04,0
4980,Padovesi,46044.48,1
4981,Bray,169669.33,1
4982,Lucas,156346.84,0
4983,Tinline,157711.18,0
4984,Esomchi,89087.4,0
4985,Liao,8742.36,0
4986,Iroawuchi,117038.96,0
4987,Retana,164241.67,0
4988,Fang,137720.56,1
4989,Ozioma,106.67,0
4990,Robson,1539.21,0
4991,Bruno,59659.53,0
4992,Price,173586.63,1
4993,Swanson,126033.9,0
4994,Chang,62808.93,1
4995,Morgan,147007.33,0
4996,Nwebube,196261.64,0
4997,Trevisan,44560.17,1
4998,Ositadimma,18917.95,0
4999,Cunningham,4525.4,0
5000,Fields,93112.2,0
5001,Johnston,9658.41,0
5002,Vasilyev,182627.25,1
5003,Hooper,13177.4,0
5004,Colombo,43568.31,1
5005,Tsao,117830.57,0
5006,Chikere,117396.25,0
5007,Ballard,96929.24,1
5008,Akhtar,36275.94,0
5009,O'Loughlin,116706.0,0
5010,Davis,168080.53,1
5011,Barry,25887.89,1
5012,K'ung,122488.59,0
5013,Gorman,113171.61,1
5014,John,100365.51,0
5015,Tsou,124151.37,0
5016,Okonkwo,112664.24,0
5017,Esposito,183494.87,0
5018,Boni,198810.65,1
5019,Pratt,131259.6,1
5020,Page,116471.14,1
5021,Wilkinson,15336.4,0
5022,Tseng,99593.28,0
5023,Clark,170514.21,0
5024,Finch,34265.08,1
5025,Shen,106977.53,1
5026,Hou,164287.86,0
5027,Wall,25292.53,0
5028,Manna,51820.87,1
5029,Reyes,81452.29,0
5030,Jideofor,1354.25,0
5031,Sal,71379.92,1
5032,Iweobiegbunam,154137.33,0
5033,Shao,64308.49,1
5034,Heath,31613.35,0
5035,Chidimma,27738.01,0
5036,Murray,163570.25,0
5037,Sullivan,193878.51,0
5038,Wu,147545.65,0
5039,Downie,195906.59,0
5040,Chukwufumnanya,178458.86,0
5041,Allan,156125.72,0
5042,Findlay,11159.19,0
5043,Ch'eng,45738.94,0
5044,Miller,140650.19,0
5045,Tsai,4733.94,0
5046,Graham,10579.72,0
5047,Norton,179655.87,0
5048,Yegorov,77502.56,0
5049,Holt,145759.93,0
5050,Kao,56246.72,0
5051,Ross,151335.24,0
5052,Hsiao,179833.45,0
5053,Allan,191627.85,0
5054,Liang,173016.46,0
5055,Briggs,58469.75,0
5056,Cantrell,28038.28,0
5057,Wang,159576.75,1
5058,Aksenov,151280.96,0
5059,Glennon,139953.94,0
5060,Yancy,105407.79,0
5061,Mazzi,56865.62,0
5062,Liu,198072.16,0
5063,Nucci,137791.18,0
5064,Y?,103787.28,0
5065,Nucci,30912.89,0
5066,Tang,78651.55,0
5067,Kao,123309.57,1
5068,Chen,174118.93,0
5069,Yao,85736.26,0
5070,Tsou,121138.77,0
5071,Barnes,84199.78,0
5072,H?,181224.56,0
5073,Cruz,141230.07,0
5074,Smith,158111.71,0
5075,Onuchukwu,130639.01,0
5076,Bukowski,17040.82,0
5077,Simmons,25662.27,0
5078,Stewart,193360.69,0
5079,Gow,121485.1,0
5080,Williams,162452.65,0
5081,Francis,141137.53,0
5082,Calabresi,185541.2,1
5083,Chimaobim,118383.18,0
5084,Chikwendu,8214.41,0
5085,Padovesi,46521.45,1
5086,Henderson,10772.13,0
5087,Kharlamova,199290.68,1
5088,Onio,85983.54,1
5089,Yeh,129870.93,0
5090,Feng,63158.22,0
5091,Norman,171070.52,0
5092,White,53222.15,1
5093,Manfrin,179834.45,1
5094,Ritchie,114514.64,0
5095,Udegbulam,139162.15,0
5096,Kao,50249.16,0
5097,Diaz,113469.65,0
5098,Olisaemeka,147484.13,0
5099,Ross-Watt,191448.96,1
5100,Miller,119381.41,0
5101,Shubin,33277.31,0
5102,Nwankwo,73107.53,0
5103,Cartwright,96590.39,1
5104,Ngozichukwuka,6923.11,0
5105,Sadler,176403.33,1
5106,Azuka,64349.6,0
5107,Shen,116097.26,0
5108,Whittaker,29861.13,0
5109,Abazu,48426.98,0
5110,Murphy,32770.56,0
5111,Ford,117060.2,0
5112,Gratwick,136197.65,0
5113,Pai,27438.83,0
5114,Lorenzo,192156.54,1
5115,Brady,69409.37,1
5116,Wong,58440.43,0
5117,Douglas,192519.39,0
5118,Kennedy,144874.67,0
5119,Chang,175373.46,0
5120,Brown,440.2,0
5121,Hsiung,76637.38,0
5122,MacDonald,49480.66,0
5123,Davidson,10417.87,0
5124,Milano,67976.57,0
5125,Bovee,140929.98,1
5126,Lewis,47139.06,0
5127,Dyer,126241.4,1
5128,Hsia,22614.19,0
5129,Hicks,48498.19,0
5130,Millar,103511.26,0
5131,Fan,122073.48,0
5132,Young,65535.56,0
5133,Kerr,160060.9,0
5134,Frolova,155879.57,1
5135,Vasilyev,194416.58,0
5136,Sabbatini,21630.21,0
5137,Ifeanacho,157143.61,1
5138,Capon,52796.31,0
5139,Chieloka,121798.52,1
5140,Hanson,41104.82,0
5141,Ts'ao,10604.48,0
5142,Bradshaw,78563.66,0
5143,Nkemakolam,170821.43,1
5144,Clunie,113266.09,0
5145,Cover,171768.76,0
5146,Esposito,54416.18,0
5147,Hodgson,130755.34,0
5148,Harvey,141180.66,0
5149,Dobie,183421.76,0
5150,Okwudilichukwu,132770.11,0
5151,Dyer,24400.37,0
5152,Chase,180318.6,0
5153,Baresi,111565.45,0
5154,Lo,2002.5,0
5155,Tyler,82565.01,0
5156,Ts'ui,121789.3,0
5157,Aparicio,193785.87,0
5158,Macleod,64593.07,0
5159,Sal,196993.69,0
5160,Yeh,175518.31,0
5161,Udegbunam,17268.02,0
5162,Alexandrov,60901.72,0
5163,Ozioma,100750.03,0
5164,Atkins,195224.91,0
5165,Campos,3510.18,0
5166,Wood,81250.79,0
5167,Kerr,91844.14,1
5168,Chienezie,80676.83,0
5169,Tsou,129912.74,0
5170,McKinnon,142029.17,0
5171,Nwachukwu,137651.6,0
5172,Nwebube,33877.29,0
5173,Burt,78744.39,0
5174,Ross,96734.46,0
5175,Lees,164756.81,0
5176,Feetham,164394.65,0
5177,Chuang,162501.83,1
5178,Aitken,10541.38,0
5179,Chambers,59325.21,0
5180,Coburn,178187.28,0
5181,Ahmed,142626.49,0
5182,Ogochukwu,181893.31,1
5183,Soto,156858.2,0
5184,Obiajulu,33074.51,0
5185,Yegorova,50072.94,1
5186,Lucchese,111340.36,0
5187,Talbot,100496.84,1
5188,Lu,101371.05,0
5189,Arnold,180934.67,0
5190,Nicholson,105152.17,0
5191,Chukwualuka,706.5,0
5192,Wallace,101168.9,0
5193,Pisano,6795.61,0
5194,Kelly,196111.35,0
5195,Brady,171960.76,0
5196,Palmer,177497.4,0
5197,Tan,147995.96,0
5198,L?,36209.1,0
5199,Mordvinova,143614.01,0
5200,Corones,14828.54,0
5201,Clements,154775.7,0
5202,Morrice,70529.0,1
5203,Hsiung,57896.27,0
5204,Barrett,69759.91,0
5205,Kanayochukwu,89938.08,0
5206,Tardent,89578.32,0
5207,Bowhay,73464.88,0
5208,Lei,138542.87,0
5209,Baker,161888.63,0
5210,Pisano,86937.2,0
5211,Castillo,42241.54,0
5212,Gibson,121207.66,1
5213,Lindsay,102930.46,0
5214,Macnamara,65121.63,1
5215,Romano,78498.04,1
5216,Aksakova,104769.96,0
5217,Farnsworth,96498.14,0
5218,Giordano,38691.34,0
5219,Arnold,164804.02,0
5220,Thompson,104152.65,1
5221,Koch,88866.92,0
5222,Jones,129890.94,0
5223,Otitodilinna,179258.67,0
5224,Fleetwood-Smith,72051.44,0
5225,Chinonyelum,74580.8,0
5226,Montague,123995.15,0
5227,Milani,38960.59,0
5228,Palermo,94951.27,0
5229,Anderson,56642.97,0
5230,Crawford,50783.1,0
5231,Lin,9149.96,1
5232,Yewen,21006.1,1
5233,Simmons,33759.41,1
5234,Mbadiwe,196622.28,1
5235,Munro,176353.87,1
5236,Graham,176943.59,0
5237,Lombardo,177966.24,0
5238,Kalinin,162198.32,0
5239,Woodward,197643.24,0
5240,Pirozzi,60420.07,0
5241,Iweobiegbulam,70550.0,0
5242,Piazza,198798.44,1
5243,Baranova,126310.39,1
5244,Fan,64515.5,0
5245,Sun,158580.05,0
5246,Marino,129353.21,0
5247,Donaldson,137273.97,0
5248,Burton,171575.54,0
5249,Quinn,96528.0,1
5250,Sabbatini,64421.02,0
5251,Brooks,158444.61,0
5252,Black,66548.58,0
5253,Schwartz,108008.05,0
5254,Ts'ui,128268.39,0
5255,Sargent,37464.0,1
5256,Udinesi,157381.14,1
5257,Lee,194257.11,0
5258,Taylor,139059.05,0
5259,Kepley,40893.61,0
5260,Ozuluonye,40261.49,0
5261,Lassetter,46203.31,0
5262,Mishina,13126.9,0
5263,Trevisano,165675.01,0
5264,Iloerika,5459.07,1
5265,Tan,131919.48,0
5266,Chikelu,182372.35,0
5267,Lin,147600.54,0
5268,Nicholson,92865.41,0
5269,Ugoji,67142.97,1
5270,Michel,65611.01,0
5271,Bruce,138564.48,1
5272,Feng,187391.02,1
5273,McDonald,33656.35,0
5274,Watt,100618.17,0
5275,Goodwin,198134.9,0
5276,Arcuri,50368.87,0
5277,Rapuluolisa,108787.0,0
5278,Kao,33099.41,1
5279,Tsui,124550.88,0
5280,Summers,5159.21,1
5281,Cross,48228.1,0
5282,Osorio,108798.36,0
5283,Bobrov,21085.12,0
5284,Barnett,28922.25,0
5285,Pike,62514.65,1
5286,Gearheart,177506.66,0
5287,Bruno,90605.05,0
5288,Egobudike,132029.95,0
5289,Okechukwu,176903.35,0
5290,Zikoranachidimma,29239.29,1
5291,Milanesi,153662.88,0
5292,Ahern,154389.18,0
5293,Dickson,166224.39,0
5294,Anayochukwu,21646.2,0
5295,McDonald,171037.63,0
5296,Fiorentini,112649.22,1
5297,Russo,193014.26,1
5298,Young,118120.88,0
5299,Bianchi,25650.04,0
5300,Fallaci,113048.79,0
5301,Crawford,87372.49,0
5302,Marsh,146651.99,0
5303,Kosisochukwu,8227.91,0
5304,Piccio,57034.35,0
5305,Nevels,93003.21,0
5306,Kaodilinakachukwu,165574.54,1
5307,Amaechi,13566.48,1
5308,P'an,82796.29,0
5309,Ikemefuna,119830.08,0
5310,Tai,72155.85,1
5311,Winn,62762.12,0
5312,Hardy,183235.33,0
5313,Chiu,105206.48,0
5314,Lopez,22512.44,1
5315,Steen,122305.91,0
5316,Ferri,173617.09,0
5317,Yegorova,160670.37,0
5318,Knowles,158958.9,0
5319,May,93073.04,0
5320,Bianchi,67238.01,0
5321,Pipes,172576.56,0
5322,Doherty,122580.48,0
5323,Yobanna,149043.78,0
5324,Hsu,105218.45,0
5325,Russell,78463.99,1
5326,Payne,160849.43,1
5327,Windsor,87834.24,0
5328,Bray,166317.71,0
5329,Seleznyov,137309.06,0
5330,Wark,166984.44,0
5331,Y?,166996.46,1
5332,Brown,188022.44,0
5333,Huang,194467.23,0
5334,Zito,125449.47,0
5335,Bailey,137452.57,0
5336,Allnutt,123475.88,1
5337,Christie,38941.44,1
5338,Pope,177852.57,1
5339,Johnstone,31532.96,1
5340,Bird,136377.21,0
5341,Jones,130541.1,0
5342,Pedder,65636.92,0
5343,Calabrese,193305.35,0
5344,Chialuka,47307.9,0
5345,McKenzie,100809.99,0
5346,Holloway,109145.2,0
5347,Tang,91167.19,1
5348,Byrne,175295.89,1
5349,Selwyn,127433.47,0
5350,Genovese,71167.17,1
5351,Koger,111184.67,0
5352,Baranov,141756.32,0
5353,Greco,72678.75,1
5354,Owens,172832.9,0
5355,Y?,158086.33,0
5356,Kendall,168184.62,1
5357,Ko,72950.14,0
5358,Tang,48378.4,0
5359,Lombardo,23135.65,1
5360,Perkins,65675.47,0
5361,Feng,170676.67,0
5362,Lo,27366.77,0
5363,Piccio,152479.64,1
5364,Mazzanti,105383.49,0
5365,Chukwualuka,48189.94,0
5366,Elliot,100324.01,0
5367,Gratton,65657.29,0
5368,Carandini,17682.02,1
5369,Robinson,111342.66,1
5370,Lo,134158.09,1
5371,Ma,79176.09,1
5372,Vinogradova,83103.46,0
5373,H?,63908.86,0
5374,Alexandrova,90896.04,0
5375,Yang,76076.2,0
5376,Maslova,103902.11,0
5377,Buccho,142223.94,0
5378,Young,147533.09,0
5379,Barker,169156.64,0
5380,Sung,141242.57,0
5381,Hansen,149458.73,0
5382,Brown,86950.72,0
5383,Lo Duca,176925.69,0
5384,Ellis,40357.39,0
5385,Korff,26687.22,1
5386,Gardiner,78702.98,1
5387,Kiernan,176163.74,0
5388,Thompson,4896.11,1
5389,Mathews,114899.13,0
5390,Macrossan,92220.12,1
5391,Illingworth,6251.3,0
5392,Bowen,43018.82,1
5393,Craig,27548.06,0
5394,Menhennitt,120454.2,0
5395,Moore,133961.19,0
5396,Shoebridge,131753.97,0
5397,Palermo,38019.74,0
5398,Reilly,28144.07,1
5399,Bowen,45959.86,0
5400,Fyodorov,189528.72,0
5401,Clements,170481.98,0
5402,McKenzie,94845.45,0
5403,Craig,161253.08,0
5404,Iloerika,115260.72,0
5405,Dolgorukova,60721.4,0
5406,Eva,121365.45,0
5407,Yeh,101693.73,0
5408,P'an,54132.93,0
5409,Howe,10666.05,0
5410,Jenkins,41227.67,0
5411,Shih,10712.82,0
5412,Nnamdi,98912.69,1
5413,Mitchell,197202.48,0
5414,Findlay,150720.39,0
5415,Pisani,74780.13,0
5416,Belisario,79377.45,0
5417,Pomeroy,8763.87,0
5418,Ibrahimova,177112.7,0
5419,K?,85016.64,1
5420,Graham,88689.4,0
5421,Trevisano,95985.64,0
5422,Trevisano,166792.71,0
5423,K?,68730.91,0
5424,Manning,146891.07,1
5425,Tucker,148727.42,0
5426,Schaffer,43134.58,0
5427,Esomchi,40318.33,0
5428,Ch'ang,97633.93,0
5429,Walker,65069.03,0
5430,Chu,166335.0,0
5431,Crawford,121904.44,0
5432,Milne,175235.99,0
5433,Anenechukwu,56185.05,0
5434,Donaldson,131625.14,0
5435,Kelly,152323.04,0
5436,Ts'ao,165840.94,0
5437,Gonzalez,176692.65,0
5438,Tai,121904.14,0
5439,Muravyova,123663.63,0
5440,Milanesi,119644.59,1
5441,Lin,66825.33,0
5442,Lambert,94875.03,1
5443,Temple,76304.73,0
5444,Ridley,39755.0,0
5445,Young,180142.42,0
5446,Slye,83238.4,0
5447,Pan,5078.9,0
5448,Hsueh,132424.69,1
5449,Roberts,109057.56,0
5450,Moss,115676.61,0
5451,Andrews,149401.33,0
5452,Takasuka,89891.4,1
5453,Dawson,82500.84,0
5454,Bruche,6416.92,0
5455,Oliver,189428.75,1
5456,Ryan,178833.34,0
5457,Sabbatini,42766.03,0
5458,Watt,90883.12,0
5459,Wilson,80619.09,0
5460,Abramova,120646.4,0
5461,Purdy,41409.36,0
5462,Higgins,112317.89,0
5463,Marshall,152128.36,0
5464,Reye,177670.57,0
5465,Chibueze,189159.97,0
5466,Kwemtochukwu,159403.68,0
5467,Biryukova,149536.15,0
5468,Chidozie,155492.87,0
5469,Barber,24847.02,0
5470,Thompson,115387.4,0
5471,Maslov,171971.25,1
5472,Jones,126106.4,0
5473,Chidumaga,28228.35,0
5474,Hs?,138113.71,0
5475,Trentini,43018.98,0
5476,Lucas,83611.45,1
5477,Willoughby,118863.38,0
5478,Jamieson,91947.74,0
5479,Robertson,94488.82,0
5480,Ojiofor,47058.21,0
5481,Cameron,44719.5,1
5482,Mayne,174478.54,0
5483,Mancini,45611.51,0
5484,Paramor,73853.94,1
5485,Young,196517.43,0
5486,Daly,92914.67,0
5487,Carter,31372.91,0
5488,Dike,109733.73,0
5489,Hughes,36083.96,0
5490,Green,188435.38,0
5491,Chinomso,169963.2,1
5492,Gorshkov,69320.97,0
5493,Chinomso,36145.53,0
5494,Ijendu,137702.01,1
5495,Yen,71594.26,0
5496,Arcuri,65565.92,0
5497,Baresi,101828.39,0
5498,Field,39546.32,0
5499,Christian,110805.79,0
5500,Ross,2168.13,0
5501,Trevisani,190067.12,0
5502,Akabueze,77789.01,0
5503,Dunn,127654.37,0
5504,Martin,79602.86,0
5505,Donaldson,80619.17,0
5506,McClinton,160346.3,0
5507,Bentley,109638.78,1
5508,Ibezimako,1276.87,0
5509,Thomson,49374.82,0
5510,Ch'in,31580.8,1
5511,Holbrook,20560.69,0
5512,Solomina,84584.69,0
5513,McDonald,15246.83,0
5514,Dennis,32607.77,1
5515,Faulk,155846.69,0
5516,Dale,3232.82,0
5517,Gorbunov,177668.55,0
5518,Farrell,134441.6,0
5519,De Luca,111032.79,1
5520,Walker,45214.04,0
5521,Forster,67208.3,0
5522,Brown,80985.88,0
5523,Monaldo,167573.06,0
5524,Wu,160110.65,0
5525,Pan,127825.25,0
5526,Longo,123535.05,0
5527,Findlay,41595.3,0
5528,Fu,97628.08,0
5529,Yin,91359.79,0
5530,Hamilton,97755.29,0
5531,Miller,182528.44,0
5532,Hsing,142956.48,0
5533,Mitchell,10789.3,0
5534,Chamberlin,130461.09,0
5535,Buttenshaw,190994.48,1
5536,Anayochukwu,159463.8,0
5537,Wallace,57589.29,0
5538,Calabresi,40437.67,0
5539,Sun,56459.45,0
5540,Tuan,39920.0,1
5541,Nazarova,148798.45,0
5542,Bryant,63737.19,1
5543,Pai,154997.64,0
5544,Power,34777.23,0
5545,Hao,93718.16,0
5546,McMillan,133112.41,0
5547,Merrett,175479.92,1
5548,Phillips,96.27,0
5549,De Luca,30804.68,0
5550,Tu,197193.49,0
5551,Elder,96792.15,0
5552,Dilke,132719.8,0
5553,Panicucci,112157.31,0
5554,Mason,38015.34,0
5555,Townsend,164018.98,0
5556,Gunson,46774.94,0
5557,Milano,189664.43,0
5558,Macleod,26106.39,1
5559,Olisaemeka,191535.11,1
5560,Gleeson,158937.55,0
5561,Martin,25222.6,1
5562,Liao,29296.74,0
5563,Sung,54394.28,0
5564,Lai,9234.06,0
5565,Cartwright,26796.73,0
5566,Wu,11796.89,0
5567,Ch'in,128461.29,0
5568,Biryukov,14278.18,0
5569,Ting,46811.77,0
5570,P'eng,109393.19,1
5571,Niu,3966.5,1
5572,Mellor,63173.64,0
5573,Power,66367.33,0
5574,Arcuri,16274.67,0
5575,Lang,180553.48,0
5576,Eve,107563.16,1
5577,Ch'in,100941.57,0
5578,Napolitani,110230.4,0
5579,Barker,142331.85,0
5580,Whitfield,199099.51,0
5581,Stradford,85890.16,0
5582,Brownlow,143938.27,0
5583,Dunn,131644.41,0
5584,DeRose,112395.98,0
5585,Wang,71856.3,0
5586,Hobbs,35770.84,0
5587,Anderson,124364.63,0
5588,Ugochukwu,78101.29,0
5589,Kirsova,143096.49,1
5590,Tsou,14073.11,0
5591,Ozerova,47388.41,0
5592,Li,72306.07,0
5593,Fyans,184839.7,1
5594,Freeman,47886.44,0
5595,Chiu,130474.03,0
5596,Iadanza,73181.39,1
5597,Ferguson,65706.86,0
5598,Kelly,104379.36,0
5599,She,192146.63,1
5600,Christie,66977.68,0
5601,Creel,158742.81,0
5602,Thompson,189414.74,0
5603,Lazareva,159130.32,0
5604,Boni,97640.2,0
5605,Evseev,86022.09,0
5606,Marino,10014.72,1
5607,Mackenzie,17384.21,0
5608,Sutherland,143315.57,0
5609,Nicolay,31669.18,0
5610,Lori,12761.16,0
5611,Piazza,93429.95,0
5612,Somerville,42012.55,0
5613,Christie,15798.7,0
5614,Grave,56408.14,0
5615,Lori,4696.44,0
5616,Iloerika,25042.1,0
5617,Muir,130442.08,1
5618,Pauley,136521.82,0
5619,Kao,199108.88,0
5620,Grant,124596.63,0
5621,Chukwuma,134394.78,0
5622,Vincent,144275.39,0
5623,Lazareva,123410.23,0
5624,Ch'ien,143298.06,0
5625,Bishop,129562.74,0
5626,Chibuzo,4595.05,0
5627,Chang,146715.07,0
5628,Calabrese,163558.36,0
5629,Tokaryev,6947.09,0
5630,Logan,9170.54,0
5631,Ozerova,199674.83,0
5632,Goering,157166.79,1
5633,Lo,46072.52,0
5634,Simmons,3524.69,0
5635,Maduabuchim,45563.94,0
5636,Linger,59103.13,0
5637,Yeh,189558.44,0
5638,Stevenson,45779.9,0
5639,Ifeatu,21859.06,0
5640,Kenechukwu,162699.7,1
5641,Learmonth,8567.18,0
5642,Dickson,132943.88,0
5643,Volkova,12916.32,1
5644,Mitchell,128799.86,0
5645,Wong,99347.8,1
5646,James,40980.87,1
5647,Shao,40368.65,0
5648,Walton,94738.54,0
5649,Stanley,88842.8,0
5650,Watson,136934.91,0
5651,Folliero,109356.53,0
5652,Fitzgerald,199635.93,0
5653,Garner,158408.23,0
5654,Folliero,95936.84,0
5655,Liao,126688.83,1
5656,Lucchesi,150850.29,0
5657,Chan,27802.0,0
5658,Ma,32430.94,1
5659,Nwabugwu,137332.37,1
